StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q2.3_1,Q2.3_2,Q2.3_5,Q2.3_7,Q2.3_8,Q2.3_9,Q2.3_10,Q2.3_11,Q2.3_13,Q2.3_14,Q2.3_13_TEXT,Q2.4#1_1_1,Q2.4#1_1_2,Q2.4#1_2_1,Q2.4#1_2_2,Q2.4#1_3_1,Q2.4#1_3_2,Q2.4#1_4_1,Q2.4#1_4_2,Q2.4#1_5_1,Q2.4#1_5_2,Q2.4#1_6_1,Q2.4#1_6_2,Q2.4#1_7_1,Q2.4#1_7_2,Q2.4#1_8_1,Q2.4#1_8_2,Q2.4#1_9_1,Q2.4#1_9_2,Q2.4#1_9_TEXT,Q2.4#1_10_1,Q2.4#1_10_2,Q2.5,Q2.6,Q2.7,Q2.8,Q2.9,Q2.10,Q2.11,Q3.2_1_1,Q3.2_1_2,Q3.2_2_1,Q3.2_2_2,Q3.2_3_1,Q3.2_3_2,Q3.2_4_1,Q3.2_4_2,Q3.2_5_1,Q3.2_5_2,Q3.2_5_TEXT,Q3.2_6_1,Q3.2_6_2,Q3.3_1_1,Q3.3_1_2,Q3.3_2_1,Q3.3_2_2,Q3.3_3_1,Q3.3_3_2,Q3.3_4_1,Q3.3_4_2,Q3.3_5_1,Q3.3_5_2,Q3.3_5_TEXT,Q4.2_1_1,Q4.2_1_2,Q4.2_2_1,Q4.2_2_2,Q4.2_3_1,Q4.2_3_2,Q4.2_4_1,Q4.2_4_2,Q4.2_5_1,Q4.2_5_2,Q4.2_6_1,Q4.2_6_2,Q4.2_7_1,Q4.2_7_2,Q4.2_7_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.5_3,Q4.5_4,Q4.5_7,Q4.5_8,Q4.5_9,Q4.5_1,Q4.5_10,Q4.5_9_TEXT,Q5.2,Q5.3,Q5.3_6_TEXT,Q5.4,Q5.5,Q5.6_1,Q5.6_2,Q5.6_3,Q5.6_4,Q5.6_5,Q5.6_6,Q5.6_5_TEXT,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q5.7_9,Q5.7_10,Q5.7_11,Q5.7_12,Q5.7_11_TEXT,Q5.8,Q5.9,Q5.10,Q5.10_1_TEXT,Q6.2_10,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_9_TEXT,Q6.3,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_5,Q6.4_6,Q6.4_7,Q6.4_9,Q6.4_10,Q6.4_11,Q6.4_11_TEXT,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.5_5,Q7.2,Q7.3,Q7.4_2,Q7.4_3,Q7.4_4,Q7.4_5,Q7.4_6,Q7.4_7,Q7.4_1,Q7.4_1_TEXT,Q7.5,Q7.5_3_TEXT,Q7.6,Q7.7,Q7.8_1,Q7.8_2,Q7.8_3,Q7.8_4,Q7.8_5,Q7.8_6,Q7.8_7,Q7.8_8,Q7.8_7_TEXT,Q7.9,Q7.10
11/30/2020 11:17,11/30/2020 11:35,IP Address,100,1072,TRUE,11/30/2020 11:35,R_2D6wPVfhHhvlYQy,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,31min - 1hr,More time,About the same time,,More time,"I made special long-weekends to go hiking pre-covid.  During COVID, we've been making shorter day trips, and don't hike quite so intensively.",Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,Other artists - I belong to a group of science illustrators,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,to draw/paint,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,4-5 days,I have been working from home the whole time; I have not been on campus,,Less time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,rest / relax / read,other (please specify):,,sketch,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,"I used to work closer to Beebe Lake, which was nice.  I don't think I can lobby for a change in building, though.",No,,,,,,,Partner/spouse,,,,,,Frequently,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
11/30/2020 11:42,11/30/2020 12:02,IP Address,100,1156,TRUE,11/30/2020 12:02,R_DUI8lYH2201ucHT,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,1 day,15-30 min,More time,More time,the weather was nice; I was working from home and could work outside on my deck,About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,remote work,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Definitely,Definitely,Somewhat,I don’t have enough time,,,,Other barriers (please specify):,,,"gets dark early, weather is worsening (currently)",2-3 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,,,,,,I don't have enough time,,,,,,,,Somewhat,,Yes (what new activities),visiting Cayuga more frequently,,,,,,Partner/spouse,,,,,,Occasionally,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,"Fishing, hunting",,,N/A or I don't know,N/A or I don't know,Strongly agree,Somewhat agree,Neither agree nor disagree,Female,More than 5 but less than 10 years,Full-time,,,Contract,,,,,Salaried (Exempt),,Never or rarely,Rural area,,Hispanic or Latina/o,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
11/23/2020 12:09,11/23/2020 12:10,IP Address,78,27,FALSE,11/30/2020 12:10,R_9N31Ndim3wIhtsZ,anonymous,EN,0.9,"Yes, Let's Go!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2020 12:07,11/30/2020 12:19,IP Address,100,730,TRUE,11/30/2020 12:19,R_8wujM7RtQkTmMVz,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,,,Other (please specify):,,Nearby walkable neighborhood,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),Nearby walkable neighbohood,,,2-3 days,Less than 15 min,More time,More time,Weather,Less time,I had a new baby,,During COVID-19,,During COVID-19,Before COVID-19,,,During COVID-19,,,,,,Before COVID-19,,Before COVID-19,During COVID-19,,,,,,,,,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,I don’t have enough time,,,,Other barriers (please specify):,,,Childcare,2-3 days,I worked primarily at home with occasional visits to campus,,I don't know,Less time,,"take a walk, stroll or hike",,,other (please specify):,,run,,I don't have enough time,,,,,,,,Definitely,"Outdoor work spaces w/amenities (tables, WiFi)",Yes (what new activities),gardening more,,,,Youth – middle school age,Youth – high school age,Partner/spouse,,,,Other (please specify),Infant,Frequently,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking",,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Female,More than 5 but less than 10 years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
11/30/2020 11:58,11/30/2020 12:25,IP Address,100,1638,TRUE,11/30/2020 12:25,R_1hRPsm5jbdgaBAY,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,31min - 1hr,More time,About the same time,,About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat,Definitely,Definitely,I don’t have enough time,,,,,,,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,,,,,,I don't typically spend time outdoors in nature on campus,,,I don't have enough time,,,,,,,,Definitely,,Yes (what new activities),walking during my lunch break,,,,,Youth – high school age,Partner/spouse,,,,,,Occasionally,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming",,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
11/30/2020 12:34,11/30/2020 12:40,IP Address,100,331,TRUE,11/30/2020 12:40,R_sZpSusiY6asII4F,anonymous,EN,0.9,"Yes, Let's Go!",,"Deck, balcony or patio","Public park, garden or orchard","Botanical garden, arboretum or nature center",Nature / hiking trail,,,"Lake, pond or beach",,,,,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,4-6 days,15-30 min,About the same time,About the same time,,More time,Covid,Before COVID-19,,,During COVID-19,Before COVID-19,,,During COVID-19,,,,,,,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,,,,,During COVID-19,,During COVID-19,,,Before COVID-19,During COVID-19,,,Before COVID-19,,Before COVID-19,,,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat,I don't know,Somewhat,,,,,,,Nothing / little prevents or limits me,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,,,,,,I don't typically spend time outdoors in nature on campus,,,,,,,,,Nothing / Little prevents or limits me,,Definitely,,No,,I currently live by myself,,,,,,,,,,,Frequently,,"Walking, hiking","Running, biking, rockclimbing","Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking",,,,,,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Female,Less than 2 years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Suburb or just outside an urban center (e.g, Cayuga Heights, East Ithaca)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",
11/30/2020 12:32,11/30/2020 12:41,IP Address,100,541,TRUE,11/30/2020 12:41,R_393R8S7UNo2roTT,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,,,,Other (please specify):,,Vineyards and open fields,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Vineyards and open fields,,,7 days,More than 1 hr,More time,Less time,"I got a dog that I walk often, every day; COVID-related restrictions on other activities leaves hiking and outdoor activity as the best thing to do",Less time,"I have a dog now, and being outside is a safe option for recreation now.",Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,During COVID-19,Before COVID-19,,,,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,,,,,,I don't typically spend time outdoors in nature on campus,,,I don't have enough time,,,,,,,,Definitely,Managerial role modelling; official explicit okay that it's alright to go outside at lunchtime,No,,,,,,,Partner/spouse,,,,,,Frequently,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,N/A or I don't know,Strongly agree,Somewhat disagree,Somewhat agree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
11/30/2020 12:32,11/30/2020 12:47,IP Address,100,888,TRUE,11/30/2020 12:47,R_31yGMxxRSbrb3j0,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,,"Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,7 days,More than 1 hr,More time,About the same time,,About the same time,,,During COVID-19,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,biking [low intensity],,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,my dog,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,,,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Definitely,Definitely,Definitely,,,,,Other barriers (please specify):,,Nothing / little prevents or limits me,hunting season,4-5 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,,,,,,,,,,,,Nothing / Little prevents or limits me,,Not at all,,Yes (what new activities),more time with my dog,,,,,,Partner/spouse,,,,,,Rarely,We don’t typically spend family leisure time outdoors in nature,,,,,,,,Other family rituals / traditions outdoors in nature:,mending fence?  farm chores,,,,,,Female,10 or more years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
11/30/2020 12:47,11/30/2020 12:57,IP Address,100,626,TRUE,11/30/2020 12:57,R_2rDss5LqTjRJfIf,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,1 day,31min - 1hr,About the same time,More time,,About the same time,,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,,Before COVID-19,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat,Somewhat,Somewhat,I don’t have enough time,,,I have no one to go with; engage in outdoor activities with,,,,,4-5 days,I have been working from home the whole time; I have not been on campus,,Less time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,,,,,,I don't have enough time,,,,"Not enough protection from weather (like sun, wind, rain, etc)",,,,Definitely,,No,,,,,Youth – middle school age,,,,Other family members,,,,Frequently,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking",,Camping,"Fishing, hunting",,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,Permanent,,,,,,Hourly (Non-Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
11/30/2020 12:49,11/30/2020 12:59,IP Address,100,576,TRUE,11/30/2020 12:59,R_37pvgKQbBc3opTb,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,,,,,,,2-3 days,More than 1 hr,More time,More time,warmer weather made it easier to be outside,Less time,"we made an effort to be outside more this year, since there were fewer indoor activities available",,During COVID-19,Before COVID-19,During COVID-19,,,,During COVID-19,,During COVID-19,camping,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,During COVID-19,,,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,During COVID-19,Before COVID-19,yard work,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat,Somewhat,Somewhat,I don’t have enough time,,,,Other barriers (please specify):,,,allergies,1 day,I have been working from home the whole time; I have not been on campus,,More time,,,,,,,I don't typically spend time outdoors in nature on campus,,,,,,,,,,,,,Yes (what new activities),family hikes in the evenings/on weekends & family camping trips,,,,Youth – middle school age,,Partner/spouse,,,,,,Rarely,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",Camping,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Female,More than 2 but less than 5 years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Suburb or just outside an urban center (e.g, Cayuga Heights, East Ithaca)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
11/30/2020 12:48,11/30/2020 13:00,IP Address,100,691,TRUE,11/30/2020 13:00,R_bNQMLYiSae3Z6KJ,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,4-6 days,31min - 1hr,About the same time,About the same time,,More time,Mental stress,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,,,,,Before COVID-19,During COVID-19,,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,During COVID-19,Before COVID-19,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat,Somewhat,Somewhat,I don’t have enough time,,,,,,Nothing / little prevents or limits me,,2-3 days,I have been working from home the whole time; I have not been on campus,,Less time,,,"take a walk, stroll or hike",,rest / relax / read,,,,,I don't have enough time,,,,,,,,Definitely,,Yes (what new activities),gardening,,,,Youth – middle school age,Youth – high school age,Partner/spouse,,,Roommate / Friend,,,Occasionally,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Male,More than 2 but less than 5 years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Smaller city or urban center (e.g. Ithaca, Elmira)",,,,Asian,,,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
11/30/2020 12:52,11/30/2020 13:04,IP Address,100,748,TRUE,11/30/2020 13:04,R_27kesIqerJOn0L7,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,,,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,7 days,More than 1 hr,More time,More time,,About the same time,,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,During COVID-19,Running Club,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,4-5 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",,,other (please specify):,,jogging,,,,,,,,Nothing / Little prevents or limits me,,Definitely,,No,,,,,,,,,,,Other (please specify),Son is home from college for a few months,Very frequently,,"Walking, hiking",,,,"Relaxing, reading, picnicking",,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Female,10 or more years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,Rural area,,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
